TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
doyle_adventures_6_d	20	0.95	1242	1319	ou will excuse my sa	ou will excuse my ca
doyle_adventures_6_d	23	1.0	1711	39876	 I took the liberty of 	 I took the liberty of 
doyle_adventures_6_d	27	0.9629629629629629	2352	41869	 crime has been committed. 	 crime has been committed, 
doyle_adventures_6_d	20	0.95	2358	41976	 has been committed.	 has been committed,
doyle_adventures_6_d	20	0.95	2410	27860	possible for me to s	possible for me to b
doyle_adventures_6_d	40	0.975	2602	8041	 you would have the great kindness to re	 you would have the great kindness to ge
doyle_adventures_6_d	22	0.9545454545454546	2695	27745	 my friend Dr. Watson 	 my friend, Dr. Watson
doyle_adventures_6_d	24	1.0	6076	10859	, Watson," said Holmes, 	, Watson," said Holmes, 
doyle_adventures_6_d	23	1.0	6949	14849	 at the offices of the 	 at the offices of the 
doyle_adventures_6_d	22	0.9545454545454546	6950	14955	at the offices of the 	at the office of the c
doyle_adventures_6_d	23	1.0	7299	1949	 and tell us all about 	 and tell us all about 
doyle_adventures_6_d	29	1.0	7620	28357	, Mr. Sherlock Holmes," said 	, Mr. Sherlock Holmes," said 
doyle_adventures_6_d	20	0.95	8078	7726	 Sherlock Holmes. "H	 Sherlock Holmes. He
doyle_adventures_6_d	20	0.95	9699	23700	 I understand that t	 I understand that a
doyle_adventures_6_d	20	0.95	9701	48003	 understand that the	 understand that he 
doyle_adventures_6_d	21	0.9523809523809523	12175	15951	 that it seemed to me	 that it seemed to he
doyle_adventures_6_d	21	0.9523809523809523	13454	16435	s which led to the of	s which led to the fi
doyle_adventures_6_d	20	0.95	13455	26978	 which led to the of	 which led to the ho
doyle_adventures_6_d	20	1.0	13622	37314	 found ourselves in 	 found ourselves in 
doyle_adventures_6_d	20	0.95	13704	39823	," remarked Holmes a	," remarked Holmes. 
doyle_adventures_6_d	21	1.0	13796	21556	 "Pray continue your 	 "Pray continue your 
doyle_adventures_6_d	20	0.95	15420	1002	 of disappointment c	 of disappointment. 
doyle_adventures_6_d	20	1.0	16966	14569	, and that he would 	, and that he would 
doyle_adventures_6_d	20	0.95	16966	19406	, and that he would 	, and that he could 
doyle_adventures_6_d	20	0.95	20684	33960	. Sherlock Holmes an	. Sherlock Holmes wa
doyle_adventures_6_d	20	0.95	20684	37344	. Sherlock Holmes an	. Sherlock Holmes wa
doyle_adventures_6_d	26	0.9615384615384616	20920	47448	 that there is anything ve	 that there is anything el
doyle_adventures_6_d	20	0.95	21276	1319	ou will excuse my sa	ou will excuse my ca
doyle_adventures_6_d	20	0.95	22438	37515	?" asked Holmes. "I 	?" asked Holmes. "In
doyle_adventures_6_d	20	0.95	22876	47859	y," said Holmes. "Yo	y," said Holmes. "Go
doyle_adventures_6_d	24	0.9583333333333334	23001	48537	e I think that it is pos	e I think that it is pro
doyle_adventures_6_d	23	0.9565217391304348	23214	39823	," remarked Holmes, "I 	," remarked Holmes. "I 
doyle_adventures_6_d	21	0.9523809523809523	23335	190	, as I understand, ri	, as I understand, fr
doyle_adventures_6_d	20	0.95	23335	32846	, as I understand, r	, as I understand, g
doyle_adventures_6_d	24	0.9583333333333334	25040	10859	, Watson," said Holmes w	, Watson," said Holmes, 
doyle_adventures_6_d	25	1.0	25930	29313	 sprang out of his chair 	 sprang out of his chair 
doyle_adventures_6_d	20	0.95	25971	12623	 of a man who has ma	 of a man who has sa
doyle_adventures_6_d	20	0.95	27175	42235	 Sherlock Holmes sto	 Sherlock Holmes sat
doyle_adventures_6_d	20	0.95	27498	20277	 upon the pavement w	 upon the pavement b
doyle_adventures_6_d	23	1.0	29048	8501	 It was difficult to re	 It was difficult to re
doyle_adventures_6_d	20	0.95	31944	15866	 He waved his hand, 	 He waved his hands 
doyle_adventures_6_d	23	1.0	32158	9169	 with Sherlock Holmes. 	 with Sherlock Holmes. 
doyle_adventures_6_d	20	1.0	33688	40611	Let me introduce you	Let me introduce you
doyle_adventures_6_d	20	0.95	35996	29295	." Sherlock Holmes w	." Sherlock Holmes s
doyle_adventures_6_d	20	0.95	35997	42234	" Sherlock Holmes wa	" Sherlock Holmes sa
doyle_adventures_6_d	20	0.95	36357	18982	ted in the matter. I	ted in the matter. T
doyle_adventures_6_d	21	1.0	36718	37313	d found ourselves in 	d found ourselves in 
doyle_adventures_6_d	21	1.0	37757	8041	 you would have the g	 you would have the g
doyle_adventures_6_d	20	0.95	40983	16858	 inspector and two o	 inspector and two m
doyle_adventures_6_d	20	0.95	42997	42234	" Sherlock Holmes ha	" Sherlock Holmes sa
doyle_adventures_6_d	20	1.0	43903	28563	I beg that you will 	I beg that you will 
doyle_adventures_6_d	22	1.0	44309	22904	 to the police-station	 to the police-station
doyle_adventures_6_d	22	1.0	44764	25537	e within my experience	e within my experience
doyle_adventures_6_d	20	0.95	44862	47858	ay," said Holmes. "I	ay," said Holmes. "G
doyle_adventures_6_d	21	0.9523809523809523	45693	20815	 the colour of his ac	 the colour of his ha
doyle_adventures_6_d	20	0.95	47172	20277	 upon the pavement w	 upon the pavement b
doyle_adventures_6_d	25	0.96	48881	12566	 shrugged his shoulders. 	 shrugged his shoulders, 
doyle_adventures_6_d	26	1.0	48881	27589	 shrugged his shoulders. "	 shrugged his shoulders. "
doyle_signoffour_8_d	22	0.9545454545454546	52	10241	 Mr. Sherlock Holmes, 	 Mr. Sherlock Holmes a
doyle_signoffour_8_d	20	0.95	1184	8590	 enthusiasm which ha	 enthusiasm which ca
doyle_signoffour_8_d	20	0.95	5250	5786	." "Ah, of course, I	." "Ah, of course. I
doyle_signoffour_8_d	38	1.0	6485	9696	." I took the paper from him and read 	." I took the paper from him and read 
doyle_signoffour_8_d	21	0.9523809523809523	6952	11468	 the offices of the L	 the officers of the 
doyle_signoffour_8_d	20	1.0	7621	10241	 Mr. Sherlock Holmes	 Mr. Sherlock Holmes
doyle_signoffour_8_d	20	0.95	17463	6839	, and I should not t	, and I should not l
doyle_signoffour_8_d	24	1.0	17724	15854	 is the first volume of 	 is the first volume of 
doyle_signoffour_8_d	22	1.0	20684	10244	. Sherlock Holmes and 	. Sherlock Holmes and 
doyle_signoffour_8_d	20	0.95	25095	15040	hat do you make of i	hat do you make of a
doyle_signoffour_8_d	24	0.9583333333333334	25486	7496	 to do, then?" I asked. 	 to do, then?" I asked, 
doyle_signoffour_8_d	22	0.9545454545454546	26118	11878	. "What do you think, 	. "What do you think o
doyle_signoffour_8_d	26	1.0	36423	6815	. He is not a bad fellow, 	. He is not a bad fellow, 
doyle_signoffour_8_d	21	0.9523809523809523	36913	1335	 there was a small co	 there was a small wo
doyle_signoffour_8_d	23	1.0	42595	6515	 on either side of the 	 on either side of the 
doyle_signoffour_8_d	21	0.9523809523809523	42998	10245	 Sherlock Holmes had 	 Sherlock Holmes and 
doyle_scarlet_8_d	20	0.95	2425	3048	 to say whether the 	 to say whether he w
doyle_scarlet_8_d	20	1.0	14350	2942	 that he might have 	 that he might have 
doyle_scarlet_8_d	21	0.9523809523809523	15420	15474	 of disappointment ca	 of disappointment an
doyle_scarlet_8_d	20	0.95	20566	7619	 about the size of a	 about the size of i
doyle_scarlet_8_d	29	1.0	25831	11312	 come to the conclusion that 	 come to the conclusion that 
doyle_scarlet_8_d	20	0.95	29856	13711	, and there are no r	, and there are no o
doyle_scarlet_8_d	20	0.95	39577	20146	. In the meantime Mr	. In the meantime, r
doyle_scarlet_8_d	21	0.9523809523809523	40712	6705	 there was something 	 there was somethin’ 
doyle_adventures_10_d	20	0.95	130	18330	 conversation with a	 conversation with h
doyle_adventures_10_d	24	0.9583333333333334	649	11932	 I have no doubt that he	 I have no doubt that th
doyle_adventures_10_d	20	0.95	2274	8236	, and occasionally, 	, and occasionally d
doyle_adventures_10_d	20	0.95	3389	4304	 out upon his knee, 	 out upon his knee. 
doyle_adventures_10_d	20	0.95	3795	12769	 black frock-coat, u	 black frock-coat, w
doyle_adventures_10_d	24	1.0	6076	43379	, Watson," said Holmes, 	, Watson," said Holmes, 
doyle_adventures_10_d	20	1.0	8077	39515	d Sherlock Holmes. "	d Sherlock Holmes. "
doyle_adventures_10_d	20	0.95	9699	13319	 I understand that t	 I understand that y
doyle_adventures_10_d	22	0.9545454545454546	9964	15050	You see, Mr. Holmes, I	You see, Mr. Holmes," 
doyle_adventures_10_d	28	1.0	12180	25693	 it seemed to me that if the	 it seemed to me that if the
doyle_adventures_10_d	20	1.0	13626	43682	nd ourselves in the 	nd ourselves in the 
doyle_adventures_10_d	26	1.0	13697	39909	ing one," remarked Holmes 	ing one," remarked Holmes 
doyle_adventures_10_d	20	0.95	16243	7427	 that it would be al	 that it would be at
doyle_adventures_10_d	21	1.0	18032	22320	 fortunate enough to 	 fortunate enough to 
doyle_adventures_10_d	21	1.0	18032	42923	 fortunate enough to 	 fortunate enough to 
doyle_adventures_10_d	23	0.9565217391304348	18821	3719	 with a quill-pen, and 	 with a quill pen, and 
doyle_adventures_10_d	21	1.0	19368	27978	day, Mr. Holmes, and 	day, Mr. Holmes, and 
doyle_adventures_10_d	20	1.0	19724	18576	. Still, of course, 	. Still, of course, 
doyle_adventures_10_d	20	0.95	19757	32438	 to leave the room f	 to leave the room w
doyle_adventures_10_d	21	0.9523809523809523	20685	454	 Sherlock Holmes and 	 Sherlock Holmes had 
doyle_adventures_10_d	20	0.95	20721	7707	 curt announcement a	 curt announcement t
doyle_adventures_10_d	20	0.95	20920	30526	 that there is anyth	 that there is any h
doyle_adventures_10_d	21	0.9523809523809523	21445	35492	t know what to do. Th	t know what to do. Sh
doyle_adventures_10_d	20	1.0	21531	33349	 anything about it. 	 anything about it. 
doyle_adventures_10_d	22	0.9545454545454546	22433	24014	 then?" asked Holmes. 	 then?" asked Holmes w
doyle_adventures_10_d	23	1.0	22433	30142	 then?" asked Holmes. "	 then?" asked Holmes. "
doyle_adventures_10_d	20	0.95	23214	3848	," remarked Holmes, 	," remarked Holmes a
doyle_adventures_10_d	20	1.0	23214	5791	," remarked Holmes, 	," remarked Holmes, 
doyle_adventures_10_d	20	0.95	23214	39916	," remarked Holmes, 	," remarked Holmes w
doyle_adventures_10_d	20	1.0	23334	19319	e, as I understand, 	e, as I understand, 
doyle_adventures_10_d	20	0.95	24682	24925	 I have only just le	 I have only just he
doyle_adventures_10_d	20	0.95	24977	38528	, and I hope that by	, and I hope that yo
doyle_adventures_10_d	24	0.9583333333333334	25040	43379	, Watson," said Holmes w	, Watson," said Holmes, 
doyle_adventures_10_d	31	0.967741935483871	25064	39936	hen our visitor had left us, "w	hen our visitors had left us, "
doyle_adventures_10_d	20	0.95	26032	4233	 the mantelpiece. "S	 the mantelpiece. "H
doyle_adventures_10_d	25	0.96	27175	29452	 Sherlock Holmes stopped 	 Sherlock Holmes stepped 
doyle_adventures_10_d	20	0.95	27692	24394	 you," said Holmes, 	 you," said Holmes l
doyle_adventures_10_d	20	0.95	30141	5818	ing his long, thin f	ing his long, thin l
doyle_adventures_10_d	22	0.9545454545454546	30968	25785	 brilliant reasoning p	 brilliant reasoning, 
doyle_adventures_10_d	21	0.9523809523809523	31605	341	 reason to believe th	 reason to believe, h
doyle_adventures_10_d	20	0.95	33306	18330	 conversation with t	 conversation with h
doyle_adventures_10_d	20	0.95	33668	3285	, of Scotland Yard? 	, of Scotland Yard, 
doyle_adventures_10_d	20	0.95	33668	20906	, of Scotland Yard? 	, of Scotland Yard, 
doyle_adventures_10_d	22	1.0	33694	31433	 introduce you to Mr. 	 introduce you to Mr. 
doyle_adventures_10_d	20	0.95	34257	32559	 just a little too t	 just a little too m
doyle_adventures_10_d	25	1.0	34753	22793	," said Sherlock Holmes, 	," said Sherlock Holmes, 
doyle_adventures_10_d	26	0.9615384615384616	34753	39509	," said Sherlock Holmes, "	," said Sherlock Holmes. "
doyle_adventures_10_d	20	0.95	35996	24575	." Sherlock Holmes w	." Sherlock Holmes l
doyle_adventures_10_d	20	1.0	36723	43682	nd ourselves in the 	nd ourselves in the 
doyle_adventures_10_d	20	1.0	37753	39062	that you would have 	that you would have 
doyle_adventures_10_d	25	0.96	37921	30070	ed expression upon his fa	ed expression upon his ar
doyle_adventures_10_d	20	0.95	39395	4023	 upon the subject." 	 upon the subject. T
doyle_adventures_10_d	21	1.0	40332	25397	 upon the top of the 	 upon the top of the 
doyle_adventures_10_d	21	1.0	42998	454	 Sherlock Holmes had 	 Sherlock Holmes had 
doyle_adventures_10_d	20	1.0	44482	15057	, Mr. Holmes," said 	, Mr. Holmes," said 
doyle_adventures_10_d	25	0.96	45280	5276	 obvious from the first t	 obvious from the first. 
doyle_adventures_10_d	25	0.96	48881	19757	 shrugged his shoulders. 	 shrugged his shoulders a
doyle_baskervilles_1_u	22	0.9545454545454546	52	1	 Mr. Sherlock Holmes, 	 Mr. Sherlock Holmes M
doyle_baskervilles_1_u	22	0.9545454545454546	52	10289	 Mr. Sherlock Holmes, 	 Mr. Sherlock Holmes w
doyle_baskervilles_1_u	20	0.95	400	3565	, my dear Watson," h	, my dear Watson, th
doyle_baskervilles_1_u	25	0.96	1014	3565	, my dear Watson, that yo	, my dear Watson, that mo
doyle_baskervilles_1_u	20	1.0	1562	11822	s and extraordinary 	s and extraordinary 
doyle_baskervilles_1_u	21	1.0	2695	10354	 my friend Dr. Watson	 my friend Dr. Watson
doyle_baskervilles_1_u	20	0.95	3473	1301	 of my companion, to	 of my companion, “t
doyle_baskervilles_1_u	20	1.0	4501	1831	 that he has done a 	 that he has done a 
doyle_baskervilles_1_u	22	0.9545454545454546	4796	4007	, for example, that I 	, for example, that a 
doyle_baskervilles_1_u	22	1.0	5554	5626	 could only have been 	 could only have been 
doyle_baskervilles_1_u	20	1.0	7621	1	 Mr. Sherlock Holmes	 Mr. Sherlock Holmes
doyle_baskervilles_1_u	23	0.9565217391304348	7621	21	 Mr. Sherlock Holmes," 	 Mr. Sherlock Holmes, w
doyle_baskervilles_1_u	20	1.0	7621	10289	 Mr. Sherlock Holmes	 Mr. Sherlock Holmes
doyle_baskervilles_1_u	20	0.95	10914	8270	, and there is the a	, and there is the r
doyle_baskervilles_1_u	20	0.95	16217	3031	 for a few minutes h	 for a few minutes w
doyle_baskervilles_1_u	23	0.9565217391304348	18012	2296	 which you have been fo	 which you have been so
doyle_baskervilles_1_u	22	1.0	25067	245	 our visitor had left 	 our visitor had left 
doyle_baskervilles_1_u	22	1.0	25094	701	what do you make of it	what do you make of it
doyle_baskervilles_1_u	20	1.0	25094	1009	what do you make of 	what do you make of 
doyle_baskervilles_1_u	21	0.9523809523809523	25843	4640	 conclusion that he h	 conclusion that the 
doyle_baskervilles_1_u	20	0.95	32274	1822	s evident that he sa	s evident that he ha
doyle_baskervilles_1_u	21	0.9523809523809523	34760	8635	 Sherlock Holmes, "th	 Sherlock Holmes, the
doyle_baskervilles_1_u	20	0.95	35998	10881	 Sherlock Holmes was	 Sherlock Holmes wav
doyle_baskervilles_1_u	20	1.0	39494	9797	arranged our little 	arranged our little 
doyle_baskervilles_1_u	20	1.0	40927	11524	 that you have done 	 that you have done 
doyle_adventures_12_d	20	0.95	56	91	 Sherlock Holmes, on	 Sherlock Holmes, to
doyle_adventures_12_d	29	1.0	642	4643	es, and I have no doubt that 	es, and I have no doubt that 
doyle_adventures_12_d	22	1.0	649	43112	 I have no doubt that 	 I have no doubt that 
doyle_adventures_12_d	27	0.9629629629629629	939	5853	 his fingertips together, a	 his finger-tips together, 
doyle_adventures_12_d	21	0.9523809523809523	1023	316	 Watson, that you sha	 Watson, that you hav
doyle_adventures_12_d	20	0.95	1412	49719	ll remember that I r	ll remember that I w
doyle_adventures_12_d	25	1.0	1516	3171	 Miss Mary Sutherland, th	 Miss Mary Sutherland, th
doyle_adventures_12_d	21	1.0	1976	421	 been good enough to 	 been good enough to 
doyle_adventures_12_d	21	1.0	1976	50874	 been good enough to 	 been good enough to 
doyle_adventures_12_d	31	1.0	2551	28213	 that I have ever listened to. 	 that I have ever listened to. 
doyle_adventures_12_d	20	0.95	3310	122	 the advertisement c	 the advertisement s
doyle_adventures_12_d	27	0.9629629629629629	3310	2555	 the advertisement column, 	 the advertisement columns 
doyle_adventures_12_d	20	0.95	6281	122	 the advertisement, 	 the advertisement s
doyle_adventures_12_d	20	0.95	6281	2555	 the advertisement, 	 the advertisement c
doyle_adventures_12_d	21	0.9523809523809523	8075	88	ked Sherlock Holmes. 	ked Sherlock Holmes, 
doyle_adventures_12_d	20	0.95	8226	34740	, Mr. Holmes; and I 	, Mr. Holmes, and I 
doyle_adventures_12_d	20	0.95	8226	41686	, Mr. Holmes; and I 	, Mr. Holmes, and I 
doyle_adventures_12_d	20	0.95	10180	29527	 what was going on o	 what was going on b
doyle_adventures_12_d	21	0.9523809523809523	10838	121	e the advertisement, 	e the advertisement s
doyle_adventures_12_d	20	0.95	10839	2555	 the advertisement, 	 the advertisement c
doyle_adventures_12_d	20	0.95	11217	37480	 that he had left hi	 that he had left it
doyle_adventures_12_d	20	1.0	12182	9101	t seemed to me that 	t seemed to me that 
doyle_adventures_12_d	22	0.9545454545454546	12286	9115	 that I had ever met. 	 that I had never met 
doyle_adventures_12_d	20	0.95	12603	122	 the advertisement. 	 the advertisement s
doyle_adventures_12_d	20	0.95	12603	2555	 the advertisement. 	 the advertisement c
doyle_adventures_12_d	20	0.95	12798	122	 the advertisement. 	 the advertisement s
doyle_adventures_12_d	20	0.95	12798	2555	 the advertisement. 	 the advertisement c
doyle_adventures_12_d	20	1.0	13622	45781	 found ourselves in 	 found ourselves in 
doyle_adventures_12_d	20	0.95	16243	47135	 that it would be al	 that it would be as
doyle_adventures_12_d	23	0.9565217391304348	18012	406	 which you have been fo	 which you have been go
doyle_adventures_12_d	23	0.9565217391304348	18012	2950	 which you have been fo	 which you have been so
doyle_adventures_12_d	22	0.9545454545454546	20684	2479	. Sherlock Holmes and 	. Sherlock Holmes had 
doyle_adventures_12_d	21	0.9523809523809523	20954	44616	," cried our client, 	," cried our client. 
doyle_adventures_12_d	20	1.0	21654	41732	 could tell me what 	 could tell me what 
doyle_adventures_12_d	24	0.9583333333333334	22877	31260	," said Holmes. "Your ca	," said Holmes. "Your na
doyle_adventures_12_d	23	0.9565217391304348	22941	5603	 I shall be happy to lo	 I shall be happy to do
doyle_adventures_12_d	22	0.9545454545454546	23283	29347	 this extraordinary le	 this extraordinary pe
doyle_adventures_12_d	20	1.0	23283	41840	 this extraordinary 	 this extraordinary 
doyle_adventures_12_d	20	1.0	23900	2553	to the advertisement	to the advertisement
doyle_adventures_12_d	22	1.0	24869	5602	. I shall be happy to 	. I shall be happy to 
doyle_adventures_12_d	20	0.95	25212	46539	e," said Holmes, "th	e," said Holmes; "th
doyle_adventures_12_d	26	1.0	26715	32549	 in the morning. It was a 	 in the morning. It was a 
doyle_adventures_12_d	20	0.95	27175	91	 Sherlock Holmes sto	 Sherlock Holmes, to
doyle_adventures_12_d	22	0.9545454545454546	27396	49264	 looking keenly at the	 looking keenly at her
doyle_adventures_12_d	20	0.95	27696	50831	," said Holmes, "I o	," said Holmes, "I t
doyle_adventures_12_d	20	1.0	28190	33960	 I am sure that you 	 I am sure that you 
doyle_adventures_12_d	20	0.95	28191	44576	I am sure that you i	I am sure that you a
doyle_adventures_12_d	20	0.95	29170	28132	 on the other side u	 on the other side o
doyle_adventures_12_d	20	0.95	30205	7011	y smiling face and h	y smiling face and a
doyle_adventures_12_d	22	0.9545454545454546	30400	1637	s singular character t	s singular character. 
doyle_adventures_12_d	20	1.0	31408	47140	 it would be as well	 it would be as well
doyle_adventures_12_d	22	0.9545454545454546	32499	41845	 extraordinary story o	 extraordinary story. 
doyle_adventures_12_d	20	1.0	33220	38672	 heard the sound of 	 heard the sound of 
doyle_adventures_12_d	20	0.95	34257	39465	 just a little too t	 just a little too c
doyle_adventures_12_d	21	0.9523809523809523	34759	90	d Sherlock Holmes, "t	d Sherlock Holmes, to
doyle_adventures_12_d	20	0.95	36641	21935	 waiting for us." We	 waiting for us. Wel
doyle_adventures_12_d	21	1.0	36718	45780	d found ourselves in 	d found ourselves in 
doyle_adventures_12_d	21	1.0	40712	9263	 there was something 	 there was something 
doyle_adventures_12_d	21	1.0	40712	36626	 there was something 	 there was something 
doyle_adventures_12_d	20	0.95	41451	11879	e that I could not o	e that I could not h
doyle_adventures_12_d	20	0.95	42595	2139	 on either side of t	 on either side of a
doyle_adventures_12_d	21	1.0	42998	2480	 Sherlock Holmes had 	 Sherlock Holmes had 
doyle_adventures_12_d	20	1.0	43105	38672	 heard the sound of 	 heard the sound of 
doyle_adventures_12_d	20	0.95	45370	122	 the advertisement o	 the advertisement s
doyle_adventures_12_d	21	0.9523809523809523	45370	2555	 the advertisement of	 the advertisement co
doyle_adventures_12_d	20	0.95	45851	122	 the advertisement, 	 the advertisement s
doyle_adventures_12_d	21	0.9523809523809523	45851	2555	 the advertisement, o	 the advertisement co
doyle_adventures_12_d	20	0.95	46339	8133	 the question. The m	 the question. The p
doyle_baskervilles_3_u	20	1.0	354	3663	 could not possibly 	 could not possibly 
doyle_baskervilles_3_u	27	0.9629629629629629	2352	13048	 crime has been committed. 	 crime has been committed a
doyle_baskervilles_3_u	21	1.0	9700	1100	I understand that the	I understand that the
doyle_baskervilles_3_u	21	0.9523809523809523	11211	5245	 found that he had le	 found that he had be
doyle_baskervilles_3_u	20	0.95	23243	4621	 see that you have a	 see that you have q
doyle_baskervilles_3_u	20	0.95	23309	15374	. On the contrary, y	. On the contrary, t
doyle_baskervilles_3_u	20	0.95	24926	13744	t in the course of a	t in the course of t
doyle_baskervilles_3_u	21	1.0	25095	13775	hat do you make of it	hat do you make of it
doyle_baskervilles_3_u	21	0.9523809523809523	25095	13954	hat do you make of it	hat do you make of th
doyle_baskervilles_3_u	21	1.0	25755	10274	 his black clay pipe 	 his black clay pipe 
doyle_baskervilles_3_u	20	0.95	25988	9614	 made up his mind an	 made up his mind as
doyle_baskervilles_3_u	20	0.95	27175	2470	 Sherlock Holmes sto	 Sherlock Holmes str
doyle_baskervilles_3_u	20	0.95	41181	5128	 hour and a quarter,	 hour and a quarter.
doyle_baskervilles_3_u	25	1.0	48881	4249	 shrugged his shoulders. 	 shrugged his shoulders. 
doyle_baskervilles_12_u	21	1.0	51	20966	, Mr. Sherlock Holmes	, Mr. Sherlock Holmes
doyle_baskervilles_12_u	20	0.95	130	5968	 conversation with a	 conversation with t
doyle_baskervilles_12_u	27	0.9629629629629629	354	3882	 could not possibly have co	 could not possibly have do
doyle_baskervilles_12_u	22	1.0	649	18632	 I have no doubt that 	 I have no doubt that 
doyle_baskervilles_12_u	22	1.0	649	21186	 I have no doubt that 	 I have no doubt that 
doyle_baskervilles_12_u	26	0.9615384615384616	3341	10491	 his head thrust forward a	 his head thrust forward, 
doyle_baskervilles_12_u	21	1.0	7620	20966	, Mr. Sherlock Holmes	, Mr. Sherlock Holmes
doyle_baskervilles_12_u	20	0.95	12918	5323	 I should not have t	 I should not have k
doyle_baskervilles_12_u	23	0.9565217391304348	15370	10829	 of his voice that the 	 of his voice that he, 
doyle_baskervilles_12_u	20	1.0	16136	1916	 thought that I was 	 thought that I was 
doyle_baskervilles_12_u	22	1.0	25568	3392	, and I beg that you w	, and I beg that you w
doyle_baskervilles_12_u	20	0.95	25712	431	, and there he sat w	, and there he sat u
doyle_baskervilles_12_u	20	0.95	26128	9157	 you think, Watson? 	 you think, Watson, 
doyle_baskervilles_12_u	20	1.0	33306	5968	 conversation with t	 conversation with t
doyle_baskervilles_12_u	21	0.9523809523809523	41451	12855	e that I could not on	e that I could not fo
doyle_baskervilles_12_u	26	1.0	41522	18972	 I could distinguish the d	 I could distinguish the d
doyle_baskervilles_12_u	21	1.0	41685	15373	 in the direction of 	 in the direction of 
doyle_baskervilles_12_u	25	0.96	42595	15013	 on either side of the ap	 on either side of the ma
doyle_baskervilles_12_u	21	0.9523809523809523	43007	10375	 Holmes had sprung ou	 Holmes had sprung to
doyle_baskervilles_12_u	24	1.0	43655	4944	y. I must compliment you	y. I must compliment you
doyle_baskervilles_12_u	22	0.9545454545454546	43903	3398	I beg that you will no	I beg that you will fo
doyle_baskervilles_12_u	21	0.9523809523809523	44620	18639	 no doubt that you ha	 no doubt that you an
doyle_baskervilles_12_u	25	1.0	48881	21469	 shrugged his shoulders. 	 shrugged his shoulders. 
doyle_adventures_4_d	21	1.0	51	19559	, Mr. Sherlock Holmes	, Mr. Sherlock Holmes
doyle_adventures_4_d	20	0.95	130	16559	 conversation with a	 conversation with h
doyle_adventures_4_d	21	0.9523809523809523	814	21553	 questioning glance f	 questioning glances 
doyle_adventures_4_d	20	1.0	1563	23943	 and extraordinary c	 and extraordinary c
doyle_adventures_4_d	22	1.0	2407	14634	 impossible for me to 	 impossible for me to 
doyle_adventures_4_d	20	0.95	3075	8114	that the facts are, 	that the facts are s
doyle_adventures_4_d	20	1.0	4080	47654	 I would, there was 	 I would, there was 
doyle_adventures_4_d	20	0.95	4230	718	. Sherlock Holmes' q	. Sherlock Holmes' c
doyle_adventures_4_d	22	0.9545454545454546	4333	21553	 questioning glances. 	 questioning glances a
doyle_adventures_4_d	21	0.9523809523809523	4678	19686	 upon my companion. "	 upon my companion, "
doyle_adventures_4_d	21	1.0	4678	33798	 upon my companion. "	 upon my companion. "
